full_name,primary_channel,primary_match_reason,primary_confidence,all_channels,channel_count
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_eysrc_sales,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_eysrc_salesman,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_eysrc_tlkpcustlocation,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_eysrc_tlkpdistribtype,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_fs_distributor_link,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_fs_prodprice,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_99sp_fbm,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_aeon_final,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_aeonbig_competitor,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_aeonbig_fbm,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_giant_competitor,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_giant_fbm,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_scan_map_product,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_scandata_mapstore,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_tesco_competitor,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_scan_tesco_fbm,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.fbm_src_custmapping,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.m1_cs_forecastgt,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.m1_cs_forecastka,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.m1_cs_forecastlmt,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_customer_business,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_customer_class,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_customer_group,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_customer_master,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_customer_state,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_customer_type_level1,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_customer_type_level2,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_customer_type_level3,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_customer_type_level4,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_distributor_master,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_fact_rotation,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_gr_aeon,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_gr_aeonbig,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_gr_giant,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_gr_tesco,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_imp_callmake,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_imp_debtor,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_imp_inventory,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_imp_inventory_adj,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_imp_sellout,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_imp_stock_transit_confirm,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_imp_stock_transit_unconfirm,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_imp_targetcall,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_imp_trade_return,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_invoice_no,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_invt_closing,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_o_reason,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_payterm,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_pl_cn_reason_master,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_pl_cn_trx,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_pl_disc_invoice,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_pl_disc_vansales,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_po_aeon,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_po_aeonbig,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_po_giant,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_po_mydin,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_po_tesco,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_product_dms_brand,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_product_uom,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_product_uom_ctn,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_salesman_master,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_solivite_cust_slsman,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_solivite_cust_slsman_hist,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_solivite_mcl_target,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_ch_solivite_tsa_inv_duration,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_f_proposed_order_h,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_callmake,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_dist_target,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_fs_callmake,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_fs_dms_customer,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_fs_targetcall,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_inv_daily,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_inv_daily_fs,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_listprice,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_mcl_target,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_msc_uom_conv,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_proposedorder_openorder,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_proposedorder_stkreceipts,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_sellout,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_stock_take,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_successcall,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_targetcall,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_imp_trade_return_gt,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_invt_masterhis,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_chain,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_channel,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_city,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_class,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_cust_sec_loc,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_cust_sec_loc_area,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_cust_sec_loc_region,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_cust_sec_loc_state,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_customer_salesman,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_customer_salesman_hist,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_customer_sec,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_salesteam,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_state,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_town,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_type_lvl1,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_type_lvl2,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mcs_type_lvl3,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_mdt_distributor,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_msm_salesman,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_cust_city,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_cust_state,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_cust_town,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custarea,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custareamain,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custbusiness,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custchannelgroup,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custclass,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_customer,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custregion,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custstate,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custtype,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custtype_level1,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custtype_level2,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_custtype_level3,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_cycleroute,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_distributor,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_hierarchy,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_inventory,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_product,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_product_conv,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_product_dms_matrix,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_product_mapping,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_product_parent,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_routeplan,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_sales,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_sales_uat,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_salesman,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_setup,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.np_o_slsmancust,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_analyzer_custbrand_exclude,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_businessunit,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_consolidate_cur_conv,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_currency_bu,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_currency_details,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_currency_header,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_brand,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_brandgroup,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_bucountry,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_city,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_country,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_extension,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_group1,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_group2,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_group3,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_group4,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_group5,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_outletsubtype,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_outlettype,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_region,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_revenuestream,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_customer_salesterritory,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_distributor_link,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_fiscal_period,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_brand,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_bucountry,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_businessunit,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_category,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_city,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_country,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_customerbrand,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_customerbrandgroup,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_customerprimary,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_item,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_outletsubtype,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_outlettype,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_packsize,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_packtype,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_region,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_returnreason,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_revenuestream,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_salesperson,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_storage,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_subbrand,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_subcategory,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_territory,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_uom,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_map_variance,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_op_country_currency_conv,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_brand,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_brandposition,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_category,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_extension,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_group1,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_group2,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_group3,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_group4,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_group5,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_packsize,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_packtype,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_segment,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_storage,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_subbrand,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_subcategory,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_product_variant,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_return_reason,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_sales_primary,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_sales_primary_2008_06_03355,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_sales_primary_monthly,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_salesperson,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_sell_in_budget,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_sell_out_budget,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_sia_msc_uom,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_sys_ebit_sequence,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_tmpebitfield,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_tmpebitgt,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_tmpebitgtfield,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_tmpebitka,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_uom_conversiondetails,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ps_his_uom_conversionheader,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ss_his_area,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ss_his_bpr_mcost_oct06,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ss_his_brand,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ss_his_brand_category,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ss_his_brand_hierarchy,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ss_his_business_sector,C,asian_ops_source:malaysia,MEDIUM,C,1
fdp_prd_std_internal.std_internal_apac_malaysia.ss_his_businessunit,C,asian_ops_source:malaysia,MEDIUM,C,1
